name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
mRNA_331,scaffold_1,+,682249,683497,682249,683497,3,"682249,682325,682952,","682292,682880,683497,",0,gene_331,cmpl,cmpl,"0,1,1,"
mRNA_307,scaffold_1,+,634177,637443,634177,637443,4,"634177,634325,635166,636208,","634283,635136,635240,637443,",0,gene_307,cmpl,cmpl,"0,1,2,1,"
mRNA_300,scaffold_1,-,621284,622205,621284,622205,2,"621284,622193,","622112,622205,",0,gene_300,cmpl,cmpl,"0,0,"
mRNA_289,scaffold_1,+,598043,600322,598043,600322,7,"598043,598169,598256,598460,598569,599358,599886,","598149,598216,598408,598550,599321,599845,600322,",0,gene_289,cmpl,cmpl,"0,1,0,2,2,1,2,"
mRNA_274,scaffold_1,-,573530,574028,573530,574028,1,"573530,","574028,",0,gene_274,cmpl,cmpl,"0,"
mRNA_252,scaffold_1,-,531388,534576,531388,534576,4,"531388,533571,534163,534477,","531958,533980,534423,534576,",0,gene_252,cmpl,cmpl,"0,2,0,0,"
mRNA_233,scaffold_1,-,489699,492930,489699,492930,5,"489699,490641,491912,492280,492747,","490593,491774,492172,492609,492930,",0,gene_233,cmpl,cmpl,"0,1,2,0,0,"
mRNA_161,scaffold_1,+,328710,330792,328710,330792,1,"328710,","330792,",0,gene_161,cmpl,cmpl,"0,"
mRNA_139,scaffold_1,+,284803,286690,284803,286690,1,"284803,","286690,",0,gene_139,cmpl,cmpl,"0,"
mRNA_103,scaffold_1,+,209095,210511,209095,210511,1,"209095,","210511,",0,gene_103,cmpl,cmpl,"0,"
mRNA_102,scaffold_1,-,206546,207405,206546,207405,3,"206546,206689,207386,","206628,207287,207405,",0,gene_102,cmpl,cmpl,"2,1,0,"
mRNA_83,scaffold_1,-,175319,176282,175319,176282,1,"175319,","176282,",0,gene_83,cmpl,cmpl,"0,"
mRNA_78,scaffold_1,-,161795,163514,161795,163514,2,"161795,163486,","163402,163514,",0,gene_78,cmpl,cmpl,"1,0,"
mRNA_77,scaffold_1,-,158711,161546,158711,161546,6,"158711,160084,160110,160177,160274,160708,","159854,160088,160156,160250,160678,161546,",0,gene_77,cmpl,cmpl,"0,2,1,0,1,0,"
mRNA_56,scaffold_1,+,115034,116183,115034,116183,1,"115034,","116183,",0,gene_56,cmpl,cmpl,"0,"
mRNA_40,scaffold_1,-,72440,74680,72440,74680,5,"72440,72867,73367,73683,74068,","72712,73329,73642,74042,74680,",0,gene_40,cmpl,cmpl,"1,1,2,0,0,"
mRNA_38,scaffold_1,+,69127,69600,69127,69600,2,"69127,69413,","69384,69600,",0,gene_38,cmpl,cmpl,"0,2,"
mRNA_32,scaffold_1,-,56950,57763,56950,57763,2,"56950,57720,","57603,57763,",0,gene_32,cmpl,cmpl,"1,0,"
mRNA_1204,scaffold_1,-,2578579,2579152,2578579,2579152,1,"2578579,","2579152,",0,gene_1204,cmpl,cmpl,"0,"
mRNA_1177,scaffold_1,-,2518194,2519019,2518194,2519019,1,"2518194,","2519019,",0,gene_1177,cmpl,cmpl,"0,"
mRNA_1169,scaffold_1,+,2498416,2498830,2498416,2498830,1,"2498416,","2498830,",0,gene_1169,cmpl,cmpl,"0,"
mRNA_1153,scaffold_1,-,2457004,2457910,2457004,2457910,1,"2457004,","2457910,",0,gene_1153,cmpl,cmpl,"0,"
mRNA_1152,scaffold_1,+,2455645,2456970,2455645,2456970,2,"2455645,2456959,","2456897,2456970,",0,gene_1152,cmpl,cmpl,"0,1,"
mRNA_1141,scaffold_1,+,2437162,2438662,2437162,2438662,1,"2437162,","2438662,",0,gene_1141,cmpl,cmpl,"0,"
mRNA_1133,scaffold_1,+,2424030,2425716,2424030,2425716,1,"2424030,","2425716,",0,gene_1133,cmpl,cmpl,"0,"
mRNA_1123,scaffold_1,-,2405780,2406428,2405780,2406428,1,"2405780,","2406428,",0,gene_1123,cmpl,cmpl,"0,"
mRNA_1112,scaffold_1,+,2384795,2386352,2384795,2386352,1,"2384795,","2386352,",0,gene_1112,cmpl,cmpl,"0,"
mRNA_1106,scaffold_1,+,2372937,2373417,2372937,2373417,1,"2372937,","2373417,",0,gene_1106,cmpl,cmpl,"0,"
mRNA_1094,scaffold_1,+,2352137,2353481,2352137,2353481,1,"2352137,","2353481,",0,gene_1094,cmpl,cmpl,"0,"
mRNA_1093,scaffold_1,-,2350569,2351314,2350569,2351314,2,"2350569,2350673,","2350606,2351314,",0,gene_1093,cmpl,cmpl,"2,0,"
mRNA_1084,scaffold_1,-,2339266,2340160,2339266,2340160,1,"2339266,","2340160,",0,gene_1084,cmpl,cmpl,"0,"
mRNA_1068,scaffold_1,+,2309859,2311539,2309859,2311539,2,"2309859,2310283,","2310259,2311539,",0,gene_1068,cmpl,cmpl,"0,1,"
mRNA_1066,scaffold_1,-,2304185,2305268,2304185,2305268,1,"2304185,","2305268,",0,gene_1066,cmpl,cmpl,"0,"
mRNA_1012,scaffold_1,-,2201071,2201893,2201071,2201893,1,"2201071,","2201893,",0,gene_1012,cmpl,cmpl,"0,"
mRNA_1005,scaffold_1,+,2186270,2188298,2186270,2188298,1,"2186270,","2188298,",0,gene_1005,cmpl,cmpl,"0,"
mRNA_980,scaffold_1,-,2128372,2129392,2128372,2129392,1,"2128372,","2129392,",0,gene_980,cmpl,cmpl,"0,"
mRNA_969,scaffold_1,+,2112095,2112929,2112095,2112929,1,"2112095,","2112929,",0,gene_969,cmpl,cmpl,"0,"
mRNA_948,scaffold_1,-,2071994,2072408,2071994,2072408,1,"2071994,","2072408,",0,gene_948,cmpl,cmpl,"0,"
mRNA_947,scaffold_1,+,2070855,2071941,2070855,2071941,1,"2070855,","2071941,",0,gene_947,cmpl,cmpl,"0,"
mRNA_945,scaffold_1,+,2063044,2065831,2063044,2065831,1,"2063044,","2065831,",0,gene_945,cmpl,cmpl,"0,"
mRNA_937,scaffold_1,-,2044458,2045751,2044458,2045751,1,"2044458,","2045751,",0,gene_937,cmpl,cmpl,"0,"
mRNA_911,scaffold_1,-,1977922,1978393,1977922,1978393,1,"1977922,","1978393,",0,gene_911,cmpl,cmpl,"0,"
mRNA_896,scaffold_1,-,1945001,1945825,1945001,1945825,2,"1945001,1945198,","1945127,1945825,",0,gene_896,cmpl,cmpl,"0,0,"
mRNA_893,scaffold_1,+,1937937,1943245,1937937,1943245,8,"1937937,1938081,1938444,1938816,1939483,1940543,1941562,1941979,","1938025,1938332,1938652,1939434,1940514,1941498,1941915,1943245,",0,gene_893,cmpl,cmpl,"0,1,0,1,1,0,1,0,"
mRNA_883,scaffold_1,+,1917350,1919195,1917350,1919195,1,"1917350,","1919195,",0,gene_883,cmpl,cmpl,"0,"
mRNA_877,scaffold_1,-,1902613,1903990,1902613,1903990,1,"1902613,","1903990,",0,gene_877,cmpl,cmpl,"0,"
mRNA_876,scaffold_1,-,1899014,1902220,1899014,1902220,5,"1899014,1900340,1900826,1901287,1902040,","1900287,1900753,1901216,1901713,1902220,",0,gene_876,cmpl,cmpl,"2,0,0,0,0,"
mRNA_874,scaffold_1,-,1894609,1897385,1894609,1897385,6,"1894609,1895084,1895471,1896499,1897128,1897310,","1895056,1895427,1895920,1896906,1897219,1897385,",0,gene_874,cmpl,cmpl,"0,2,0,1,0,0,"
mRNA_857,scaffold_1,-,1862002,1863331,1862002,1863331,1,"1862002,","1863331,",0,gene_857,cmpl,cmpl,"0,"
mRNA_851,scaffold_1,-,1838982,1840023,1838982,1840023,1,"1838982,","1840023,",0,gene_851,cmpl,cmpl,"0,"
mRNA_825,scaffold_1,+,1776622,1778314,1776622,1778314,1,"1776622,","1778314,",0,gene_825,cmpl,cmpl,"0,"
mRNA_819,scaffold_1,-,1763871,1768860,1763871,1768860,1,"1763871,","1768860,",0,gene_819,cmpl,cmpl,"0,"
mRNA_812,scaffold_1,-,1749349,1749991,1749349,1749991,1,"1749349,","1749991,",0,gene_812,cmpl,cmpl,"0,"
mRNA_787,scaffold_1,-,1696154,1696727,1696154,1696727,1,"1696154,","1696727,",0,gene_787,cmpl,cmpl,"0,"
mRNA_785,scaffold_1,-,1691792,1692800,1691792,1692800,1,"1691792,","1692800,",0,gene_785,cmpl,cmpl,"0,"
mRNA_784,scaffold_1,-,1687961,1689749,1687961,1689749,1,"1687961,","1689749,",0,gene_784,cmpl,cmpl,"0,"
mRNA_762,scaffold_1,+,1647976,1648783,1647976,1648783,1,"1647976,","1648783,",0,gene_762,cmpl,cmpl,"0,"
mRNA_729,scaffold_1,+,1588545,1589049,1588545,1589049,1,"1588545,","1589049,",0,gene_729,cmpl,cmpl,"0,"
mRNA_709,scaffold_1,+,1550933,1552043,1550933,1552043,1,"1550933,","1552043,",0,gene_709,cmpl,cmpl,"0,"
mRNA_699,scaffold_1,+,1530994,1534822,1530994,1534822,1,"1530994,","1534822,",0,gene_699,cmpl,cmpl,"0,"
mRNA_692,scaffold_1,+,1516863,1517934,1516863,1517934,1,"1516863,","1517934,",0,gene_692,cmpl,cmpl,"0,"
mRNA_623,scaffold_1,-,1352388,1352964,1352388,1352964,1,"1352388,","1352964,",0,gene_623,cmpl,cmpl,"0,"
mRNA_603,scaffold_1,-,1311835,1312666,1311835,1312666,1,"1311835,","1312666,",0,gene_603,cmpl,cmpl,"0,"
mRNA_590,scaffold_1,-,1284320,1285529,1284320,1285529,1,"1284320,","1285529,",0,gene_590,cmpl,cmpl,"0,"
mRNA_578,scaffold_1,-,1221097,1222006,1221097,1222006,1,"1221097,","1222006,",0,gene_578,cmpl,cmpl,"0,"
mRNA_577,scaffold_1,-,1219423,1220686,1219423,1220686,1,"1219423,","1220686,",0,gene_577,cmpl,cmpl,"0,"
mRNA_576,scaffold_1,+,1217952,1218369,1217952,1218369,1,"1217952,","1218369,",0,gene_576,cmpl,cmpl,"0,"
mRNA_563,scaffold_1,-,1196482,1197946,1196482,1197946,1,"1196482,","1197946,",0,gene_563,cmpl,cmpl,"0,"
mRNA_550,scaffold_1,-,1170829,1171333,1170829,1171333,1,"1170829,","1171333,",0,gene_550,cmpl,cmpl,"0,"
mRNA_547,scaffold_1,+,1166320,1167112,1166320,1167112,1,"1166320,","1167112,",0,gene_547,cmpl,cmpl,"0,"
mRNA_518,scaffold_1,-,1107778,1111168,1107778,1111168,1,"1107778,","1111168,",0,gene_518,cmpl,cmpl,"0,"
mRNA_499,scaffold_1,-,1037517,1039857,1037517,1039857,1,"1037517,","1039857,",0,gene_499,cmpl,cmpl,"0,"
mRNA_495,scaffold_1,-,1033332,1033998,1033332,1033998,1,"1033332,","1033998,",0,gene_495,cmpl,cmpl,"0,"
mRNA_478,scaffold_1,+,997980,999624,997980,999624,1,"997980,","999624,",0,gene_478,cmpl,cmpl,"0,"
mRNA_461,scaffold_1,+,969953,971333,969953,971333,1,"969953,","971333,",0,gene_461,cmpl,cmpl,"0,"
mRNA_460,scaffold_1,-,966488,967403,966488,967403,1,"966488,","967403,",0,gene_460,cmpl,cmpl,"0,"
mRNA_446,scaffold_1,-,932894,934790,932894,934790,1,"932894,","934790,",0,gene_446,cmpl,cmpl,"0,"
mRNA_427,scaffold_1,+,893965,896335,893965,896335,1,"893965,","896335,",0,gene_427,cmpl,cmpl,"0,"
mRNA_375,scaffold_1,-,794110,794860,794110,794860,1,"794110,","794860,",0,gene_375,cmpl,cmpl,"0,"
mRNA_356,scaffold_1,-,734231,736280,734231,736280,1,"734231,","736280,",0,gene_356,cmpl,cmpl,"0,"
mRNA_355,scaffold_1,+,733689,734115,733689,734115,1,"733689,","734115,",0,gene_355,cmpl,cmpl,"0,"
mRNA_348,scaffold_1,+,720383,721595,720383,721595,1,"720383,","721595,",0,gene_348,cmpl,cmpl,"0,"
mRNA_309,scaffold_1,+,639742,640399,639742,640399,1,"639742,","640399,",0,gene_309,cmpl,cmpl,"0,"
mRNA_298,scaffold_1,-,616580,617357,616580,617357,1,"616580,","617357,",0,gene_298,cmpl,cmpl,"0,"
mRNA_246,scaffold_1,-,515071,516406,515071,516406,1,"515071,","516406,",0,gene_246,cmpl,cmpl,"0,"
mRNA_228,scaffold_1,+,480224,481082,480224,481082,1,"480224,","481082,",0,gene_228,cmpl,cmpl,"0,"
mRNA_220,scaffold_1,+,460402,462988,460402,462988,1,"460402,","462988,",0,gene_220,cmpl,cmpl,"0,"
mRNA_217,scaffold_1,+,442886,444929,442886,444929,1,"442886,","444929,",0,gene_217,cmpl,cmpl,"0,"
mRNA_215,scaffold_1,-,436545,440169,436545,440169,1,"436545,","440169,",0,gene_215,cmpl,cmpl,"0,"
mRNA_210,scaffold_1,+,423027,424095,423027,424095,1,"423027,","424095,",0,gene_210,cmpl,cmpl,"0,"
mRNA_200,scaffold_1,-,403881,404928,403881,404928,1,"403881,","404928,",0,gene_200,cmpl,cmpl,"0,"
mRNA_199,scaffold_1,+,402627,403781,402627,403781,2,"402627,403761,","403717,403781,",0,gene_199,cmpl,cmpl,"0,1,"
mRNA_179,scaffold_1,-,360289,361510,360289,361510,1,"360289,","361510,",0,gene_179,cmpl,cmpl,"0,"
mRNA_167,scaffold_1,+,338881,339529,338881,339529,1,"338881,","339529,",0,gene_167,cmpl,cmpl,"0,"
mRNA_141,scaffold_1,+,290075,290708,290075,290708,1,"290075,","290708,",0,gene_141,cmpl,cmpl,"0,"
mRNA_132,scaffold_1,+,267673,268072,267673,268072,1,"267673,","268072,",0,gene_132,cmpl,cmpl,"0,"
mRNA_131,scaffold_1,-,266896,267436,266896,267436,1,"266896,","267436,",0,gene_131,cmpl,cmpl,"0,"
mRNA_130,scaffold_1,+,262676,263991,262676,263991,2,"262676,262854,","262685,263991,",0,gene_130,cmpl,cmpl,"0,0,"
mRNA_127,scaffold_1,+,253466,258143,253466,258143,1,"253466,","258143,",0,gene_127,cmpl,cmpl,"0,"
mRNA_125,scaffold_1,-,251321,252050,251321,252050,1,"251321,","252050,",0,gene_125,cmpl,cmpl,"0,"
mRNA_123,scaffold_1,-,248936,249368,248936,249368,1,"248936,","249368,",0,gene_123,cmpl,cmpl,"0,"
mRNA_115,scaffold_1,+,232906,234469,232906,234469,1,"232906,","234469,",0,gene_115,cmpl,cmpl,"0,"
mRNA_114,scaffold_1,-,230378,231485,230378,231485,1,"230378,","231485,",0,gene_114,cmpl,cmpl,"0,"
mRNA_113,scaffold_1,+,228924,230300,228924,230300,4,"228924,229344,229850,229992,","229115,229460,229961,230300,",0,gene_113,cmpl,cmpl,"0,2,1,1,"
mRNA_84,scaffold_1,+,177503,179147,177503,179147,1,"177503,","179147,",0,gene_84,cmpl,cmpl,"0,"
mRNA_82,scaffold_1,+,174313,175198,174313,175198,1,"174313,","175198,",0,gene_82,cmpl,cmpl,"0,"
mRNA_66,scaffold_1,+,134260,135064,134260,135064,1,"134260,","135064,",0,gene_66,cmpl,cmpl,"0,"
mRNA_62,scaffold_1,+,124732,125377,124732,125377,1,"124732,","125377,",0,gene_62,cmpl,cmpl,"0,"
mRNA_60,scaffold_1,+,121932,123846,121932,123846,1,"121932,","123846,",0,gene_60,cmpl,cmpl,"0,"
mRNA_48,scaffold_1,-,89899,91145,89899,91145,3,"89899,90219,90879,","90120,90353,91145,",0,gene_48,cmpl,cmpl,"1,2,0,"
mRNA_37,scaffold_1,-,67830,68868,67830,68868,1,"67830,","68868,",0,gene_37,cmpl,cmpl,"0,"
mRNA_21,scaffold_1,-,42101,42749,42101,42749,1,"42101,","42749,",0,gene_21,cmpl,cmpl,"0,"
mRNA_1199,scaffold_1,-,2568227,2569127,2568227,2569127,1,"2568227,","2569127,",0,gene_1199,cmpl,cmpl,"0,"
mRNA_1191,scaffold_1,-,2550413,2551610,2550413,2551610,1,"2550413,","2551610,",0,gene_1191,cmpl,cmpl,"0,"
mRNA_1189,scaffold_1,+,2544736,2547673,2544736,2547673,1,"2544736,","2547673,",0,gene_1189,cmpl,cmpl,"0,"
mRNA_1171,scaffold_1,+,2500726,2502568,2500726,2502568,1,"2500726,","2502568,",0,gene_1171,cmpl,cmpl,"0,"
mRNA_1163,scaffold_1,-,2486183,2487494,2486183,2487494,1,"2486183,","2487494,",0,gene_1163,cmpl,cmpl,"0,"
mRNA_1148,scaffold_1,+,2449835,2450876,2449835,2450876,1,"2449835,","2450876,",0,gene_1148,cmpl,cmpl,"0,"
mRNA_1142,scaffold_1,+,2438939,2439827,2438939,2439827,1,"2438939,","2439827,",0,gene_1142,cmpl,cmpl,"0,"
mRNA_1125,scaffold_1,-,2407834,2409577,2407834,2409577,1,"2407834,","2409577,",0,gene_1125,cmpl,cmpl,"0,"
mRNA_1104,scaffold_1,-,2370146,2371361,2370146,2371361,1,"2370146,","2371361,",0,gene_1104,cmpl,cmpl,"0,"
mRNA_1102,scaffold_1,+,2367567,2369199,2367567,2369199,1,"2367567,","2369199,",0,gene_1102,cmpl,cmpl,"0,"
mRNA_1090,scaffold_1,+,2347228,2347642,2347228,2347642,1,"2347228,","2347642,",0,gene_1090,cmpl,cmpl,"0,"
mRNA_1079,scaffold_1,-,2333721,2334621,2333721,2334621,1,"2333721,","2334621,",0,gene_1079,cmpl,cmpl,"0,"
mRNA_1059,scaffold_1,+,2291444,2292140,2291444,2292140,1,"2291444,","2292140,",0,gene_1059,cmpl,cmpl,"0,"
mRNA_1058,scaffold_1,-,2289804,2291190,2289804,2291190,1,"2289804,","2291190,",0,gene_1058,cmpl,cmpl,"0,"
mRNA_1052,scaffold_1,-,2281428,2282310,2281428,2282310,1,"2281428,","2282310,",0,gene_1052,cmpl,cmpl,"0,"
mRNA_1027,scaffold_1,-,2233341,2234751,2233341,2234751,1,"2233341,","2234751,",0,gene_1027,cmpl,cmpl,"0,"
mRNA_1023,scaffold_1,+,2225955,2226456,2225955,2226456,1,"2225955,","2226456,",0,gene_1023,cmpl,cmpl,"0,"
mRNA_1004,scaffold_1,-,2182668,2185482,2182668,2185482,1,"2182668,","2185482,",0,gene_1004,cmpl,cmpl,"0,"
mRNA_992,scaffold_1,+,2158079,2158898,2158079,2158898,1,"2158079,","2158898,",0,gene_992,cmpl,cmpl,"0,"
mRNA_988,scaffold_1,+,2149159,2150188,2149159,2150188,1,"2149159,","2150188,",0,gene_988,cmpl,cmpl,"0,"
mRNA_966,scaffold_1,-,2107922,2108876,2107922,2108876,1,"2107922,","2108876,",0,gene_966,cmpl,cmpl,"0,"
mRNA_960,scaffold_1,+,2095723,2096836,2095723,2096836,1,"2095723,","2096836,",0,gene_960,cmpl,cmpl,"0,"
mRNA_952,scaffold_1,-,2080099,2081644,2080099,2081644,1,"2080099,","2081644,",0,gene_952,cmpl,cmpl,"0,"
mRNA_946,scaffold_1,-,2065867,2070631,2065867,2070631,1,"2065867,","2070631,",0,gene_946,cmpl,cmpl,"0,"
mRNA_928,scaffold_1,-,2017935,2018802,2017935,2018802,1,"2017935,","2018802,",0,gene_928,cmpl,cmpl,"0,"
mRNA_918,scaffold_1,-,1999850,2000633,1999850,2000633,1,"1999850,","2000633,",0,gene_918,cmpl,cmpl,"0,"
mRNA_881,scaffold_1,+,1913416,1915879,1913416,1915879,1,"1913416,","1915879,",0,gene_881,cmpl,cmpl,"0,"
mRNA_880,scaffold_1,+,1911482,1912939,1911482,1912939,4,"1911482,1911547,1911632,1912177,","1911495,1911582,1912016,1912939,",0,gene_880,cmpl,cmpl,"0,1,0,0,"
mRNA_869,scaffold_1,-,1886146,1889374,1886146,1889374,1,"1886146,","1889374,",0,gene_869,cmpl,cmpl,"0,"
mRNA_860,scaffold_1,-,1866981,1870521,1866981,1870521,1,"1866981,","1870521,",0,gene_860,cmpl,cmpl,"0,"
mRNA_834,scaffold_1,-,1794488,1795373,1794488,1795373,1,"1794488,","1795373,",0,gene_834,cmpl,cmpl,"0,"
mRNA_823,scaffold_1,-,1773219,1774128,1773219,1774128,1,"1773219,","1774128,",0,gene_823,cmpl,cmpl,"0,"
mRNA_817,scaffold_1,-,1759425,1760979,1759425,1760979,1,"1759425,","1760979,",0,gene_817,cmpl,cmpl,"0,"
mRNA_811,scaffold_1,-,1746791,1749080,1746791,1749080,1,"1746791,","1749080,",0,gene_811,cmpl,cmpl,"0,"
mRNA_805,scaffold_1,+,1731993,1737219,1731993,1737219,1,"1731993,","1737219,",0,gene_805,cmpl,cmpl,"0,"
mRNA_798,scaffold_1,-,1715901,1716888,1715901,1716888,1,"1715901,","1716888,",0,gene_798,cmpl,cmpl,"0,"
mRNA_788,scaffold_1,+,1698284,1698798,1698284,1698798,3,"1698284,1698561,1698656,","1698443,1698602,1698798,",0,gene_788,cmpl,cmpl,"0,0,2,"
mRNA_782,scaffold_1,-,1682219,1684358,1682219,1684358,1,"1682219,","1684358,",0,gene_782,cmpl,cmpl,"0,"
mRNA_763,scaffold_1,-,1648903,1650151,1648903,1650151,1,"1648903,","1650151,",0,gene_763,cmpl,cmpl,"0,"
mRNA_761,scaffold_1,+,1646905,1647787,1646905,1647787,1,"1646905,","1647787,",0,gene_761,cmpl,cmpl,"0,"
mRNA_733,scaffold_1,+,1596269,1597310,1596269,1597310,1,"1596269,","1597310,",0,gene_733,cmpl,cmpl,"0,"
mRNA_721,scaffold_1,-,1572782,1575413,1572782,1575413,2,"1572782,1575365,","1575260,1575413,",0,gene_721,cmpl,cmpl,"0,0,"
mRNA_712,scaffold_1,-,1554447,1556307,1554447,1556307,1,"1554447,","1556307,",0,gene_712,cmpl,cmpl,"0,"
mRNA_700,scaffold_1,-,1534896,1535823,1534896,1535823,1,"1534896,","1535823,",0,gene_700,cmpl,cmpl,"0,"
mRNA_693,scaffold_1,-,1520971,1521418,1520971,1521418,1,"1520971,","1521418,",0,gene_693,cmpl,cmpl,"0,"
mRNA_655,scaffold_1,+,1429820,1432202,1429820,1432202,1,"1429820,","1432202,",0,gene_655,cmpl,cmpl,"0,"
mRNA_654,scaffold_1,-,1428823,1429531,1428823,1429531,1,"1428823,","1429531,",0,gene_654,cmpl,cmpl,"0,"
mRNA_652,scaffold_1,-,1420452,1423497,1420452,1423497,2,"1420452,1421054,","1420928,1423497,",0,gene_652,cmpl,cmpl,"1,0,"
mRNA_649,scaffold_1,-,1415882,1417424,1415882,1417424,1,"1415882,","1417424,",0,gene_649,cmpl,cmpl,"0,"
mRNA_624,scaffold_1,+,1354008,1355403,1354008,1355403,1,"1354008,","1355403,",0,gene_624,cmpl,cmpl,"0,"
mRNA_613,scaffold_1,-,1337336,1337912,1337336,1337912,1,"1337336,","1337912,",0,gene_613,cmpl,cmpl,"0,"
mRNA_612,scaffold_1,-,1336004,1337021,1336004,1337021,1,"1336004,","1337021,",0,gene_612,cmpl,cmpl,"0,"
mRNA_591,scaffold_1,+,1286046,1287264,1286046,1287264,1,"1286046,","1287264,",0,gene_591,cmpl,cmpl,"0,"
mRNA_558,scaffold_1,-,1185201,1187082,1185201,1187082,1,"1185201,","1187082,",0,gene_558,cmpl,cmpl,"0,"
mRNA_556,scaffold_1,-,1182511,1183075,1182511,1183075,1,"1182511,","1183075,",0,gene_556,cmpl,cmpl,"0,"
mRNA_539,scaffold_1,+,1149737,1150778,1149737,1150778,1,"1149737,","1150778,",0,gene_539,cmpl,cmpl,"0,"
mRNA_538,scaffold_1,-,1147962,1149093,1147962,1149093,1,"1147962,","1149093,",0,gene_538,cmpl,cmpl,"0,"
mRNA_522,scaffold_1,-,1118108,1120289,1118108,1120289,1,"1118108,","1120289,",0,gene_522,cmpl,cmpl,"0,"
mRNA_510,scaffold_1,+,1087248,1087992,1087248,1087992,1,"1087248,","1087992,",0,gene_510,cmpl,cmpl,"0,"
mRNA_504,scaffold_1,+,1052640,1054533,1052640,1054533,1,"1052640,","1054533,",0,gene_504,cmpl,cmpl,"0,"
mRNA_491,scaffold_1,-,1025131,1026338,1025131,1026338,2,"1025131,1025201,","1025152,1026338,",0,gene_491,cmpl,cmpl,"0,0,"
mRNA_488,scaffold_1,+,1021596,1022496,1021596,1022496,1,"1021596,","1022496,",0,gene_488,cmpl,cmpl,"0,"
mRNA_486,scaffold_1,-,1017319,1018297,1017319,1018297,1,"1017319,","1018297,",0,gene_486,cmpl,cmpl,"0,"
mRNA_477,scaffold_1,-,996586,997591,996586,997591,1,"996586,","997591,",0,gene_477,cmpl,cmpl,"0,"
mRNA_371,scaffold_1,+,777365,778367,777365,778367,1,"777365,","778367,",0,gene_371,cmpl,cmpl,"0,"
mRNA_370,scaffold_1,-,774957,775785,774957,775785,1,"774957,","775785,",0,gene_370,cmpl,cmpl,"0,"
mRNA_349,scaffold_1,-,721600,723259,721600,723259,1,"721600,","723259,",0,gene_349,cmpl,cmpl,"0,"
mRNA_344,scaffold_1,+,711981,713259,711981,713259,1,"711981,","713259,",0,gene_344,cmpl,cmpl,"0,"
mRNA_341,scaffold_1,+,705212,705921,705212,705921,2,"705212,705715,","705675,705921,",0,gene_341,cmpl,cmpl,"0,1,"
mRNA_261,scaffold_1,+,547449,549727,547449,549727,3,"547449,547547,547627,","547527,547580,549727,",0,gene_261,cmpl,cmpl,"0,0,0,"
mRNA_259,scaffold_1,-,542045,542615,542045,542615,1,"542045,","542615,",0,gene_259,cmpl,cmpl,"0,"
mRNA_257,scaffold_1,-,539303,540566,539303,540566,1,"539303,","540566,",0,gene_257,cmpl,cmpl,"0,"
mRNA_244,scaffold_1,+,511361,513378,511361,513378,2,"511361,513364,","513300,513378,",0,gene_244,cmpl,cmpl,"0,1,"
mRNA_234,scaffold_1,-,493370,494141,493370,494141,1,"493370,","494141,",0,gene_234,cmpl,cmpl,"0,"
mRNA_214,scaffold_1,-,434008,435745,434008,435745,1,"434008,","435745,",0,gene_214,cmpl,cmpl,"0,"
mRNA_204,scaffold_1,-,412537,413399,412537,413399,2,"412537,412571,","412546,413399,",0,gene_204,cmpl,cmpl,"0,0,"
mRNA_187,scaffold_1,-,373052,375442,373052,375442,2,"373052,373129,","373097,375442,",0,gene_187,cmpl,cmpl,"0,0,"
mRNA_168,scaffold_1,-,339673,341175,339673,341175,2,"339673,339702,","339682,341175,",0,gene_168,cmpl,cmpl,"0,0,"
mRNA_163,scaffold_1,+,332689,333361,332689,333361,1,"332689,","333361,",0,gene_163,cmpl,cmpl,"0,"
mRNA_159,scaffold_1,-,325486,327535,325486,327535,1,"325486,","327535,",0,gene_159,cmpl,cmpl,"0,"
mRNA_150,scaffold_1,-,309057,309594,309057,309594,1,"309057,","309594,",0,gene_150,cmpl,cmpl,"0,"
mRNA_142,scaffold_1,+,292151,292784,292151,292784,1,"292151,","292784,",0,gene_142,cmpl,cmpl,"0,"
mRNA_108,scaffold_1,-,218746,219883,218746,219883,1,"218746,","219883,",0,gene_108,cmpl,cmpl,"0,"
mRNA_74,scaffold_1,-,149556,149921,149556,149921,2,"149556,149888,","149826,149921,",0,gene_74,cmpl,cmpl,"0,0,"
mRNA_64,scaffold_1,-,130320,131289,130320,131289,1,"130320,","131289,",0,gene_64,cmpl,cmpl,"0,"
mRNA_59,scaffold_1,+,119955,121404,119955,121404,1,"119955,","121404,",0,gene_59,cmpl,cmpl,"0,"
mRNA_54,scaffold_1,-,108208,108928,108208,108928,1,"108208,","108928,",0,gene_54,cmpl,cmpl,"0,"
mRNA_53,scaffold_1,-,105578,107402,105578,107402,1,"105578,","107402,",0,gene_53,cmpl,cmpl,"0,"
mRNA_47,scaffold_1,+,88815,89496,88815,89496,1,"88815,","89496,",0,gene_47,cmpl,cmpl,"0,"
mRNA_45,scaffold_1,+,82065,83234,82065,83234,2,"82065,82236,","82198,83234,",0,gene_45,cmpl,cmpl,"0,1,"
mRNA_18,scaffold_1,+,38118,40308,38118,40308,1,"38118,","40308,",0,gene_18,cmpl,cmpl,"0,"
mRNA_1217,scaffold_1,-,2609532,2610257,2609799,2610221,2,"2609532,2610079,","2610050,2610257,",0,gene_1217,cmpl,cmpl,"1,0,"
